"","district.code","rainfall_Q1","rainfall_Q2","rainfall_Q3","rainfall_Q4","rainfallsq_Q1","rainfallsq_Q2","rainfallsq_Q3","rainfallsq_Q4"
"1","0101",0.807409680854124,0.509759017050743,1.3712794141068,-0.163272475379564,0.651910392736958,0.25985425546454,1.88040723155309,0.0266579012165702
"2","0102",1.12594593689942,1.03279536222099,1.56704688575126,-0.26694006984509,1.26775425282031,1.06666626022518,2.45563594214272,0.0712570008889013
"3","0104",1.22866653635062,1.22148178952601,1.61180296492709,-0.301214029517695,1.50962145754782,1.49201776214366,2.59790879774776,0.0907298915782868
"4","0105",1.14258429137128,0.994497559270592,1.34881191121371,-0.106051264474958,1.30549886288842,0.989025395395166,1.81929357183198,0.0112468706967375
"5","0106",1.48381742442898,1.00582843762039,1.06688632688273,0.0402592546578796,2.20171414903906,1.01169084592588,1.13824643448932,0.001620807585608
"6","0107",1.867853665781,0.68138832208948,1.31192608993042,-0.290135369076662,3.48887731677152,0.464290045479917,1.72115006544011,0.084178532389251
"7","0108",0.991231553416203,0.827412802843775,1.3892016955229,-0.218049914212995,0.982539992487898,0.684611946309792,1.92988135084369,0.0475457650882947
"8","0109",0.811692304811626,0.692492554687492,1.77888684622191,-0.230650834042597,0.65884439769041,0.47954593829761,3.16443841166133,0.0531998072445456
"9","0110",0.970883637125193,1.06703465928326,1.8116924664508,-0.173724198214349,0.942615036837444,1.13856296411175,3.28222959299459,0.0301800970452184
"10","0111",0.87724859787075,0.931651290970819,1.9471974316664,-0.206489156667743,0.769565102466197,0.867974127967594,3.79157783788821,0.0426377718213555
"11","0112",1.30349230212863,1.19619554964638,1.80354873086989,-0.105464368142434,1.69909218170861,1.43088379299381,3.25278802462239,0.0111227329476829
"12","0113",1.37783941459413,1.03018070863086,1.50455507882737,-0.208691766107108,1.89844145240908,1.06127229243519,2.26368598522522,0.0435522532409039
"13","0114",1.42871844458792,1.22544429336706,1.78844951521941,-0.0120737102077228,2.04123639390572,1.50171371614589,3.19855166848853,0.00014577447818007
"14","0115",1.51942202602825,0.99012778743656,1.35312443646936,-0.139210888059889,2.30864329317978,0.980353035454019,1.83094574057052,0.0193796713544229
"15","0116",1.69550936252211,0.939430010137703,1.24622578283228,-0.188305889822018,2.87475199840012,0.882528743947325,1.55307870179592,0.0354591081416621
"16","0117",1.73212092042762,1.23906211627453,1.28680227308944,-0.0364958097950868,3.00024288298301,1.53527492798671,1.65586009002814,0.00133194413259916
"17","0118",1.35962881139127,1.14901749587703,1.47645925491238,-0.151275428044362,1.84859050476523,1.32024120583153,2.17993193141643,0.0228842551300051
